Front,Extra
" Desenvolvimento excessivo de um órgão ou de uma parte de um órgão, sem alteração real do seu tecido.  {c1::hipertrofia}",Exemplo: Alguns estudos têm demonstrado uma capacidade de lactação comparável entre mulheres com macromastia (hipertrofia da mama) em comparação com grupos de controle nas mulheres na qual a operação de redução dos seios foi realizada usando uma moderna técnica cirúrgica chamada de &quot;pedículo superior&quot;.
"Algumas pessoas, baseando-se em aspectos biológicos do corpo humano, dizem tratar-se de um exercício aeróbico que promove uma espécie de embriaguez por {c1::hiperventilação}.",
" Estado particular, caracterizado pelo sono nervoso e pela sugestão.  {c1::hipnose}","Exemplo: lt;ref name=&quot;Melton14&quot;&gt;{{Harvnb|Melton|2000|p=14}} {{en}} A proibição foi baseada no Relatório de Anderson, que constatou que o processo de auditoria envolvia hipnose de &quot;comando&quot;, em que o hipnotizador assume &quot;controle autoritário positivo&quot; sobre o paciente."
"título= Jewelrymaking through history: an encyclopedia}} O tungstênio metálico é mais duro que as ligas de ouro (embora não tão duro como o carbeto de tungstênio), e é {c1::hipoalergênico}, o que o torna útil para a fabricação de anéis resistentes aos riscos, especialmente em desenhos com acabamento escovado.",
"Em casos de {c1::hipocalemia} (deficiência de potássio), a reposição é feita geralmente via oral, embora também possa ser diluído e dado introvenosamente.",
 A glândula pituitária.  {c1::hipófise},"Exemplo: Bernardo Houssay]], o primeiro latino-americano premiado com um Prêmio Nobel em Ciências, descobriu o papel dos hormônios da hipófise na regulação da glicose em animais; César Milstein fez uma extensa pesquisa sobre anticorpos; Luis Leloir descobriu como os organismos armazenam energia convertendo glicose em glicogênio e em compostos que são fundamentais no metabolismo de carboidratos."
"descrevia o fígado, o baço, os rins, o {c1::hipotálamo}, a bexiga, o coração e os vasos sanguíneos que dele divergem.",
 Abaixamento anormal da temperatura do corpo ou de uma parte do corpo.  {c1::hipotermia},"Exemplo: O animal é considerado febril quando tem a temperatura superior a 39,5&amp;nbsp;°C, e hipotérmico quando está abaixo de 37,5&amp;nbsp;°C."
Hipertiroidismo|Hipertireoidismo]] e Hipotireoidismo: atividade anormal da tireoide com produção excessiva/insuficiente dos hormônios tireoidianos.,
"Os efeitos secundários mais comuns são elevada dependência psicológica, {c1::hipoventilação}, boca seca e euforia.",
 Ablação do útero ou de parte dele.  {c1::histerectomia},"Exemplo: Nestes casos, estará indicada a curagem uterina, a curetagem ou mesmo a retirada do útero (histerectomia)."
 Exposição científica das leis que presidem à formação e disposição dos tecidos orgânicos.  {c1::histologia},Exemplo: A anatomia microscópica é o estudo das estruturas a uma escala microscópica e engloba a histologia (o estudo dos tecidos) e a embriologia (o estudo de um organismo ainda imaturo).
"As profissões médicas exigem conhecimentos aprofundados de anatomia, sobretudo no caso dos cirurgiões e em especialidades de diagnóstico, como na {c1::histopatologia} e na radiologia.",
"número=8}} ''Histoplasma'',{{citar periódico|autor =Kauffman CA.",
"No entanto, é importante realizar uma {c1::história clínica} completa e abrangente para garantir que a trombocitose não se deve a um processo secundário.",
"A prevalência de HIV/SIDA foi 3,90 por 100 adultos em 2003.",
" Sistema de tratar doenças por meio de agentes, que podem determinar afecção análoga à que se procura debelar.  {c1::homeopatia}","Exemplo: Inicialmente abordado pela psicopatologia, advinda da distinção progressiva do objeto da neurologia e psiquiatria, e consolidação destas como especialidades médicas, a percepção da importância dos fatores emocionais no adoecimento e recuperação da saúde já estavam presentes na medicina hipocrática e na homeopatia, contudo foi somente em meados do século XX que surgiram aplicações da psicologia nas intervenções clínicas atualmente denominadas por medicina psicossomática, psicologia médica, psicologia hospitalar e psicologia da saúde."
"com/science/article/pii/S0303264712001888 |numero=1 |pmid=23159919 |pmc=3712629 |paginas=1–10 |issn=0303-2647 |data=2013-01-01 |jornal=Biosystems |ultimo3=Tuszynski}} para manter um o equilíbrio dinâmico vital, através de reações bioquímicas ({c1::homeostase}).",
" Que tem a mesma natureza, ou que é do mesmo género que outro objecto. Idêntico.  {c1::homogêneo}","Exemplo: As posições dos anarquistas em relação a certas questões não constituem um todo homogêneo, e o anarquismo tem sido marcado por diversos debates e divergências."
"pmc=2935116|pmid=20713389|volume=365|doi-access=free|periódico=Philosophical Transactions of the Royal Society B}} Algumas das práticas utilizadas na produção pecuária comercial, incluindo o uso de {c1::hormônio}s de crescimento, são controversas.",
lt;ref name=miglino2013/&gt; Esses dados foram obtidos a partir de esfregaços vaginais e medições dos hormônios luteinizante  e progesterona e temperatura corporal.,
 Relativo a hóspede. Que hospeda.  {c1::hospedeiro},"Exemplo: Poyser |local=Londres |isbn=0-85661-135-2}} Após a ave parasita ter posto os ovos no ninho de outra ave, esses ovos são muitas vezes aceites e cuidados pelo hospedeiro e com prejuízo para a sua própria ninhada."
ano=2005 |título=A Tachyglossid-Like Humerus from the Early Cretaceous of South-Eastern Australia |jornal=Journal of Mammalian Evolution |volume=12 |páginas=359–378 |doi=10.,
" Qualquer fluido, contido num corpo organizado. Produto mórbido e líquido de um corpo orgânico. Humidade.  {c1::humor}","Exemplo: Com humor, cinismo e uma ausência completa de consciência social a obra de Forjaz de Sampaio &quot;fez-se&quot; como a de muitos escritores que &quot;ninguém lê&quot; mas que esgotam edições atrás de edições."
 Relativo a humor.  {c1::humoral},"Exemplo: A tradição aiurveda indiana propôs o conceito dos três humores, à semelhança dos quatro humores da medicina grega, embora o sistema aiurvédico fosse mais elaborado, definindo o corpo humano como composto por cinco elementos e sete tipos básicos de tecido."
" Enfermidade, caracterizada por certa amarelidão na pele e nas escleróticas, e produzida pela mistura da parte corante da bílis com o sangue.  {c1::icterícia}","Exemplo: Apresenta-se com hipoglicemia, icterícia prolongada, anomalias congénitas, micropênis e/ou criptorquidia (ausência de testículos), convulsões, hipotensão e / ou défice  cognitivo."
 Relativo à idiopatia.  {c1::idiopático},"Exemplo: A hipercalcemia infantil idiopática é causada por uma mutação do gene CYP24A1, levando a uma redução na degradação da vitamina D."
" Isenção de algum encargo. Privilégio. Predisposição orgânica, pela qual alguns indivíduos estão isentos de moléstias que atacam outros, colocados em meio idêntico.  {c1::imunidade}","Exemplo: HarvRef|Skidmore|2003|p=27}}{{HarvRef|Boxer|2002|p=101}} Os portugueses assimilaram algumas das tribos nativas,{{HarvRef|Boxer|2002|p=108}} enquanto outras foram escravizadas ou exterminadas por doenças europeias a que não tinham imunidade,{{HarvRef|Boxer|2002|p=102}}{{HarvRef|Skidmore|2003|p=30, 32}} ou em longas guerras travadas nos dois primeiros séculos de colonização, entre os grupos indígenas rivais e seus aliados europeus."
 Acto de imunizar.  {c1::imunização},"Exemplo: Taxas de imunização de crianças de um ano de idade em 1999 foram estimadas em 22% de tétano, difteria e tosse convulsa e 46% para sarampo."
"Infecciologia &amp;#x2013; o ramo da medicina que trata do diagnóstico e tratamento de doenças infecciosas, especialmente para casos complexos e pacientes imunocomprometidos .",
rowspan=2 align=&quot;center&quot;|&quot;por suas descobertas sobre a estrutura química dos anticorpos&quot;{{citar web|título=The Nobel Prize in Physiology or Medicine 1972|url=http://www.,
lt;/ref&gt; Pessoas com {c1::imunossupressão} substancial também são aconselhadas a receber terapia profilática para toxoplasmose e meningite ''cryptococcus''.,
 Acto ou efeito de inalar.  {c1::inalação},"Exemplo: título=Size, Function, and Life History |ano=1996|editora=Courier Dove Publications|local=Mineola, Nova Iorque |isbn=978-0-486-69191-6 |página=91}} No momento da inalação, apenas 25% do ar inalado vai diretamente para os pulmões; os restantes 75% atravessam os pulmões e passam diretamente para um saco de ar posterior que se estende a partir dos pulmões e está ligado às cavidades de ar nos ossos, as quais preenche com ar."
 Falta de apetite.  {c1::inapetência},"Exemplo: Pode ter efeitos no sangue, medula óssea, sistema nervoso central e periférico e rins, resultando em anemia, inapetência (anorexia), encefalopatia, dores de cabeça; dificuldade de concentração e memorização, depressão, tonturas, sonolência, fadiga, irritabilidade, cólicas abdominais e dores musculares, dores nas articulações, insuficiência renal e hipertensão; é tóxico para a reprodução e desenvolvimento humanos."
 O mesmo que [[corte:1]].  {c1::incisão},"Exemplo: lt;ref name=&quot;intro HGray2&quot; /&gt; Os métodos usados incluem a dissecação, na qual um corpo é aberto e seus órgãos estudados, e a endoscopia, na qual um instrumento equipado com uma câmera de vídeo é inserido através de uma pequena incisão na parede do corpo e usado para explorar os órgãos internos e outras estruturas."
 Qualidade de incontinente; falta de continência. Dificuldade em reter: _incontinência de urinas_.  {c1::incontinência},"Exemplo: Tlazolteotl]], deusa da luxúria e dos amantes ilícitos, padroeiro da incontinência, luxúria, adultério, sexo, paixões, carnalidade e transgressões morais."
" Acto ou efeito de induzir. Sugestão. Raciocínio, em que, de factos particulares, se tira uma conclusão genérica. Conclusão. Acto de estabelecer uma corrente eléctrica, produzindo corrente inversa num circuito próximo. Acto de interromper uma corrente eléctrica, produzindo corrente semelhante num circuito próximo.  {c1::indução}","Exemplo: O nível tecnológico empregado nos plantios brasileiros de abacaxi é bastante heterogêneo, com áreas que empregam toda a tecnologia disponível (análise de solo, correção da acidez, adubação no plantio e de cobertura, tratamento de indução floral, pulverizações contra pragas e doenças), enquanto em outras regiões as práticas ainda são bastante rudimentares, com baixa produtividade."
"Aumento de {c1::infarto}s, acidentes vasculares cerebrais, depressão.",
"Angina, {c1::infarto do miocárdio}, acidente vascular cerebral (AVC) e embolia pulmonar podem representar a primeira manifestação de trombocitose.",
 Acto ou efeito de infeccionar. Corrupção; contágio.  {c1::infecção},"Exemplo: Na maior parte dos casos, essas contaminações foram involuntárias; contudo também há relatos de infecção proposital."
 Que resulta de infecção: _moléstia infecciosa_. Que produz infecção: _pântano infeccioso_.  {c1::infeccioso},"Exemplo: lt;ref name=souza2009/&gt; Os carrapatos podem se alimentar de qualquer hospedeiro acidental, inclusive o ser humano, transmitindo assim o agente infeccioso e causando a doença."
 Acto ou efeito de inflamar. Ardor intenso. Rubor excessivo.  {c1::inflamação},Exemplo: Actua ao bloquear alguns metabólitos pró-inflamatórios que aceleram e agravam o processo inflamatório.
 Inflamativo; relativo à inflamação.  {c1::inflamatório},Exemplo: Actua ao bloquear alguns metabólitos pró-inflamatórios que aceleram e agravam o processo inflamatório.
 Acto de ingerir; deglutição.  {c1::ingestão},Exemplo: com/content/1/1/5|título = Diet induced thermogenesis|data=18 de agosto de 2004|acessodata=23 de novembro de 2014|autor = |publicado = }} permitindo a ingestão controlada de bebidas alcoólicas mesmo em dietas de perda de peso e/ou ganho muscular.
"Acredita-se que uma substância conhecida como Inibidor da maturação do ovócito (OMI), age mantendo estacionado o processo meiótico (dictióteno).",
"O médico acalmou-o, pegou uma seringa, deu-lhe uma {c1::injeção} de cânfora, e pediu champanhe.",
" Acto ou efeito de insolar. Acção ou efeito do sol nos corpos orgânicos ou inorgânicos. Resultado mórbido da exposição ao ardor do sol. Acto de expor ao sol, como meio terapêutico. Desecação de substâncias medicamentosas, sob a acção do sol. O calor, que o sol transmite à terra.  {c1::insolação}","Exemplo: Com mais de {{fmtn|1800}} horas de insolação por ano, a umidade do ar média anual é de 84%, contudo baixos índices de umidade podem ser registrados durante a estação seca ou em longos veranicos."
